Unnamed: 0,protocol,IP,hash ID,Time,F_Pck,B_Pck,F_P_L1,F_P_L2,F_P_L3,F_P_L4,B_P_L1,B_P_L2,B_P_L3,B_P_L4,F_Hash_IPT,B_Hash_IPT,F_P_L_A,B_P_L_A,F_IA_T_M,F_IA_T_S,A_M,I_M,F_TCP_S_C,B_TCP_S_C,Label_T,Label_AB,Label_Multi_A,Prelabel_T,Prelabel_AB,Prelabel_Multi_A
8914,6,10.1.1.2,2550164764,157.424958,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,188516.65,0.0,96158572.83,0,0,0,1,2,0,1,2
8928,6,10.1.1.2,2550164764,157.701298,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,92639.499,0.0,47134977.32,0,0,0,1,2,0,1,2
8937,6,10.1.1.2,2550164764,157.889988,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,135672.305,0.0,69203729.18,0,0,0,1,2,0,1,2
8943,6,10.1.1.6,2126477730,157.93992,0,100,0,0,0,0,0,0,100,0,16,16,0,421,0.0,39256.758,0.0,16531806.06,0,0,0,1,6,0,1,6
8949,6,10.1.1.2,2550164764,158.07121,0,100,0,0,0,0,0,0,100,0,16,15,0,510,0.0,141263.046,0.0,72145862.77,0,0,0,1,2,0,1,2
8952,6,10.1.1.9,3428079016,158.086012,0,100,0,0,0,0,0,0,0,100,16,16,0,1531,0.0,8221.748,0.0,12591771.9,0,0,0,1,9,0,1,9
8960,6,10.1.1.2,2550164764,158.209283,0,100,0,0,0,0,0,1,99,0,16,16,0,506,0.0,185409.211,0.0,93861559.09,0,0,0,1,2,0,1,2
8966,6,10.1.1.8,3884774358,158.301463,0,100,0,0,0,0,0,0,95,5,16,16,0,599,0.0,27507.177,0.0,16477899.23,0,0,0,1,8,0,1,8
8967,6,10.1.1.3,159023198,158.31237,0,100,0,0,0,0,0,0,1,99,16,16,0,1504,0.0,18869.691,0.0,28392091.49,0,0,0,1,3,0,1,3
8968,6,10.1.1.2,2550164764,158.331714,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,209097.708,0.0,107058026.7,0,0,0,1,2,0,1,2
8981,6,10.1.1.7,1673646831,158.483547,0,100,0,0,0,0,0,0,100,0,16,16,0,262,0.0,14349.51,0.0,3765311.389,0,0,0,1,7,0,1,7
8983,6,10.1.1.2,2550164764,158.54099,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,122326.381,0.0,62474529.07,0,0,0,1,2,0,1,2
8985,6,10.1.1.1,595229600,158.57953,0,100,0,0,0,0,0,2,3,95,16,16,0,1461,0.0,16977.412,0.0,24816901.06,0,0,0,1,1,0,1,1
8988,6,10.1.1.2,2550164764,158.655957,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,222672.846,0.0,113723475.9,0,0,0,1,2,0,1,2
8991,6,10.1.1.2,2550164764,158.752532,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,265078.894,0.0,135720394.0,0,0,0,1,2,0,1,2
8993,6,10.1.1.6,2126477730,158.79172,0,100,0,0,0,0,0,0,100,0,16,16,0,414,0.0,30054.005,0.0,12463996.76,0,0,0,1,6,0,1,6
8996,6,10.1.1.2,2550164764,158.872845,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,212778.462,0.0,108942572.4,0,0,0,1,2,0,1,2
9000,6,10.1.1.2,2550164764,158.996821,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,206491.592,0.0,105723695.1,0,0,0,1,2,0,1,2
9006,6,10.1.1.2,2550164764,159.133659,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,187082.265,0.0,95786119.81,0,0,0,1,2,0,1,2
9018,6,10.1.1.8,3884774358,159.33612,0,100,0,0,0,0,0,0,99,1,16,16,0,568,0.0,24742.499,0.0,14077492.33,0,0,0,1,8,0,1,8
9033,6,10.1.1.6,2126477730,159.534898,0,100,0,0,0,0,0,0,100,0,16,16,0,423,0.0,34446.654,0.0,14594358.44,0,0,0,1,6,0,1,6
9041,6,10.1.1.2,2550164764,159.831194,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,36700.678,0.0,18649816.48,0,0,0,1,2,0,1,2
9046,6,10.1.1.3,159023198,159.907423,0,100,0,0,0,0,0,0,0,100,16,16,0,1496,0.0,16049.624,0.0,24015373.17,0,0,0,1,3,0,1,3
9049,6,10.1.1.2,2550164764,159.948938,0,100,0,0,0,0,0,0,100,0,16,15,0,503,0.0,217420.462,0.0,109510338.4,0,0,0,1,2,0,1,2
9052,6,10.1.1.1,595229600,159.992126,0,100,0,0,0,0,0,1,10,89,16,16,0,1401,0.0,18122.662,0.0,25400723.44,0,0,0,1,1,0,1,1
9057,6,10.1.1.7,1673646831,160.093896,0,100,0,0,0,0,0,0,100,0,16,16,0,259,0.0,15897.176,0.0,4130722.128,0,0,0,1,7,0,1,7
9061,6,10.1.1.6,2126477730,160.223012,0,100,0,0,0,0,0,0,100,0,16,16,0,418,0.0,37203.142,0.0,15571747.01,0,0,0,1,6,0,1,6
9065,6,10.1.1.2,2550164764,160.259445,0,100,0,0,0,0,0,0,100,0,16,14,0,508,0.0,82445.854,0.0,41895685.16,0,0,0,1,2,0,1,2
9066,6,10.1.1.8,3884774358,160.273253,0,100,0,0,0,0,0,0,96,4,16,16,0,584,0.0,27317.365,0.0,15979566.01,0,0,0,1,8,0,1,4
9073,6,10.1.1.2,2550164764,160.428289,0,100,0,0,0,0,0,0,100,0,16,15,0,508,0.0,151619.26,0.0,77143879.49,0,0,0,1,2,0,1,2
9082,6,10.1.1.2,2550164764,160.637729,0,100,0,0,0,0,0,0,100,0,16,15,0,510,0.0,122230.715,0.0,62425670.56,0,0,0,1,2,0,1,2
9095,6,10.1.1.2,2550164764,160.874621,0,100,0,0,0,0,0,0,100,0,16,15,0,509,0.0,108066.13,0.0,55053209.18,0,0,0,1,2,0,1,2
9102,6,10.1.1.6,2126477730,160.93814,0,100,0,0,0,0,0,0,100,0,16,16,0,426,0.0,35797.79,0.0,15258450.01,0,0,0,1,6,0,1,6
9112,6,10.1.1.2,2550164764,161.100976,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,113096.647,0.0,57905483.02,0,0,0,1,2,0,1,2
9119,6,10.1.1.3,159023198,161.249968,0,100,0,0,0,0,0,0,1,99,16,16,0,1488,0.0,19068.262,0.0,28385777.07,0,0,0,1,3,0,1,3
9123,6,10.1.1.9,3428079016,161.291638,0,100,0,0,0,0,0,0,0,100,16,16,0,1524,0.0,7985.96,0.0,12174435.78,0,0,0,1,9,0,1,9
9124,6,10.1.1.2,2550164764,161.30172,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,127525.508,0.0,65293060.17,0,0,0,1,2,0,1,2
9129,6,10.1.1.8,3884774358,161.371668,0,100,0,0,0,0,0,0,94,6,16,16,0,607,0.0,23306.307,0.0,14155318.41,0,0,0,1,8,0,1,8
9130,6,10.1.1.2,2550164764,161.397672,0,100,0,0,0,0,0,1,99,0,16,16,0,505,0.0,266800.635,0.0,134894401.1,0,0,0,1,2,0,1,2
9136,6,10.1.1.2,2550164764,161.526975,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,197984.612,0.0,100607860.3,0,0,0,1,2,0,1,2
9138,6,10.1.1.1,595229600,161.568079,0,100,0,0,0,0,0,4,4,92,16,16,0,1420,0.0,16244.139,0.0,23069276.71,0,0,0,1,1,0,1,1
9150,6,10.1.1.2,2550164764,161.69498,0,100,0,0,0,0,0,0,100,0,16,16,0,507,0.0,152376.211,0.0,77333974.37,0,0,0,1,2,0,1,2
9159,6,10.1.1.7,1673646831,161.77592,0,100,0,0,0,0,0,0,100,0,16,16,0,259,0.0,15219.759,0.0,3944961.541,0,0,0,1,7,0,1,7
9161,6,10.1.1.2,2550164764,161.795842,0,100,0,0,0,0,0,1,99,0,16,16,0,508,0.0,253812.673,0.0,128977448.1,0,0,0,1,2,0,1,2
9162,6,10.1.1.6,2126477730,161.810947,0,100,0,0,0,0,0,0,100,0,16,16,0,417,0.0,29330.653,0.0,12257866.5,0,0,0,1,6,0,1,6
9168,6,10.1.1.2,2550164764,161.922328,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,202393.84,0.0,102977985.8,0,0,0,1,2,0,1,2
9179,6,10.1.1.2,2550164764,162.05052,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,199700.53,0.0,102246671.6,0,0,0,1,2,0,1,2
9187,6,10.1.1.2,2550164764,162.199725,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,171576.055,0.0,87846940.03,0,0,0,1,2,0,1,2
9192,6,10.1.1.8,3884774358,162.336892,0,100,0,0,0,0,0,0,90,10,16,16,0,631,0.0,26522.34,0.0,16736657.54,0,0,0,1,8,0,1,8
9195,6,10.1.1.2,2550164764,162.365146,0,100,0,0,0,0,0,0,100,0,16,16,0,501,0.0,154756.643,0.0,77551648.81,0,0,0,1,2,0,1,2
9200,6,10.1.1.2,2550164764,162.52136,0,100,0,0,0,0,0,0,100,0,16,16,0,504,0.0,163877.759,0.0,82751713.03,0,0,0,1,2,0,1,2
9210,6,10.1.1.2,2550164764,162.661609,0,100,0,0,0,0,0,1,99,0,16,16,0,503,0.0,182532.478,0.0,91821137.57,0,0,0,1,2,0,1,2
9211,6,10.1.1.6,2126477730,162.665413,0,100,0,0,0,0,0,0,100,0,16,16,0,418,0.0,29960.225,0.0,12540151.97,0,0,0,1,6,0,1,6
9215,6,10.1.1.2,2550164764,162.7738,0,100,0,0,0,0,0,0,100,0,16,15,0,512,0.0,228181.889,0.0,116829127.2,0,0,0,1,2,0,1,2
9220,6,10.1.1.2,2550164764,162.894846,0,100,0,0,0,0,0,0,100,0,16,15,0,512,0.0,211490.148,0.0,108282955.6,0,0,0,1,2,0,1,2
9222,6,10.1.1.3,159023198,162.922312,0,100,0,0,0,0,0,0,0,100,16,16,0,1496,0.0,15307.856,0.0,22915247.52,0,0,0,1,3,0,1,3
9229,6,10.1.1.1,595229600,163.013845,0,100,0,0,0,0,0,0,6,94,16,16,0,1464,0.0,17706.877,0.0,25928533.89,0,0,0,1,1,0,1,1
9233,6,10.1.1.2,2550164764,163.07087,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,145434.746,0.0,74462590.16,0,0,0,1,2,0,1,2
9246,6,10.1.1.2,2550164764,163.269949,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,128592.143,0.0,65427682.47,0,0,0,1,2,0,1,2
9250,6,10.1.1.7,1673646831,163.34824,0,100,0,0,0,0,0,0,100,0,16,16,0,257,0.0,16281.671,0.0,4188948.221,0,0,0,1,7,0,1,7
9253,6,10.1.1.8,3884774358,163.365563,0,100,0,0,0,0,0,0,96,4,16,16,0,585,0.0,24886.485,0.0,14573525.54,0,0,0,1,8,0,1,4
9258,6,10.1.1.2,2550164764,163.392505,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,208884.151,0.0,106948685.4,0,0,0,1,2,0,1,2
9262,6,10.1.1.2,2550164764,163.519631,0,100,0,0,0,0,0,0,100,0,16,15,0,503,0.0,201374.67,0.0,101299514.1,0,0,0,1,2,0,1,2
9268,6,10.1.1.6,2126477730,163.575512,0,100,0,0,0,0,0,0,100,0,16,16,0,414,0.0,28128.814,0.0,11647579.48,0,0,0,1,6,0,1,6
9271,6,10.1.1.2,2550164764,163.618517,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,258884.557,0.0,132548893.4,0,0,0,1,2,0,1,2
9283,6,10.1.1.2,2550164764,163.913272,0,100,0,0,0,0,0,0,100,0,16,16,0,506,0.0,86851.727,0.0,43967818.39,0,0,0,1,2,0,1,2
9290,6,10.1.1.2,2550164764,164.05368,0,100,0,0,0,0,0,0,100,0,16,15,0,510,0.0,182326.052,0.0,93117561.4,0,0,0,1,2,0,1,2
9292,6,10.1.1.6,2126477730,164.088604,0,100,0,0,0,0,0,0,100,0,16,16,0,418,0.0,49893.582,0.0,20883457.83,0,0,0,1,6,0,1,6
9299,6,10.1.1.2,2550164764,164.201228,0,100,0,0,0,0,0,1,99,0,16,14,0,503,0.0,173502.626,0.0,87278761.2,0,0,0,1,2,0,1,2
9308,6,10.1.1.2,2550164764,164.332669,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,194764.372,0.0,99719358.3,0,0,0,1,2,0,1,2
9318,6,10.1.1.8,3884774358,164.47866,0,100,0,0,0,0,0,0,97,3,16,16,0,615,0.0,22998.89,0.0,14159956.68,0,0,0,1,8,0,1,8
9319,6,10.1.1.1,595229600,164.491807,0,100,0,0,0,0,0,1,3,96,16,15,0,1477,0.0,17321.149,0.0,25596500.83,0,0,0,1,1,0,1,3
9320,6,10.1.1.3,159023198,164.548063,0,100,0,0,0,0,0,0,0,100,16,16,0,1494,0.0,15746.569,0.0,23531672.17,0,0,0,1,3,0,1,3
9323,6,10.1.1.2,2550164764,164.559093,0,100,0,0,0,0,0,0,100,0,16,15,0,510,0.0,113062.23,0.0,57743142.18,0,0,0,1,2,0,1,2
9334,6,10.1.1.6,2126477730,164.74539,0,100,0,0,0,0,0,0,100,0,16,16,0,418,0.0,38977.69,0.0,16314502.09,0,0,0,1,6,0,1,6
9335,6,10.1.1.2,2550164764,164.746389,0,100,0,0,0,0,0,0,100,0,16,16,0,509,0.0,136682.106,0.0,69631332.27,0,0,0,1,2,0,1,2
9339,6,10.1.1.9,3428079016,164.756872,0,100,0,0,0,0,0,0,0,100,16,16,0,1527,0.0,7387.669,0.0,11281265.92,0,0,0,1,9,0,1,9
9348,6,10.1.1.2,2550164764,164.88917,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,179295.54,0.0,91569818.4,0,0,0,1,2,0,1,2
9349,6,10.1.1.7,1673646831,164.91462,0,100,0,0,0,0,0,0,100,0,16,16,0,259,0.0,16343.418,0.0,4246673.802,0,0,0,1,7,0,1,7
9354,6,10.1.1.2,2550164764,165.037823,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,172213.105,0.0,88173109.99,0,0,0,1,2,0,1,2
9363,6,10.1.1.2,2550164764,165.182097,0,100,0,0,0,0,0,1,99,0,16,16,0,503,0.0,177440.153,0.0,89373056.31,0,0,0,1,2,0,1,2
9367,6,10.1.1.2,2550164764,165.289343,0,100,0,0,0,0,0,0,100,0,16,15,0,506,0.0,238703.184,0.0,120993870.0,0,0,0,1,2,0,1,2
9374,6,10.1.1.2,2550164764,165.409093,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,213778.665,0.0,109454676.4,0,0,0,1,2,0,1,2
9375,6,10.1.1.8,3884774358,165.415054,0,100,0,0,0,0,0,0,94,6,16,16,0,618,0.0,27338.92,0.0,16902013.9,0,0,0,1,8,0,1,8
9376,6,10.1.1.6,2126477730,165.42133,0,100,0,0,0,0,0,0,100,0,16,16,0,415,0.0,37873.182,0.0,15731004.86,0,0,0,1,6,0,1,6
9388,6,10.1.1.2,2550164764,165.58281,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,147366.302,0.0,75451546.67,0,0,0,1,2,0,1,2
9394,6,10.1.1.2,2550164764,165.747809,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,155152.448,0.0,79438053.26,0,0,0,1,2,0,1,2
9406,6,10.1.1.2,2550164764,166.030583,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,90531.594,0.0,46352176.18,0,0,0,1,2,0,1,2
9407,6,10.1.1.6,2126477730,166.038431,0,100,0,0,0,0,0,0,100,0,16,16,0,412,0.0,41484.298,0.0,17098168.35,0,0,0,1,6,0,1,6
9408,6,10.1.1.1,595229600,166.055768,0,100,0,0,0,0,0,2,11,87,16,16,0,1376,0.0,16368.694,0.0,22533799.34,0,0,0,1,1,0,1,1
9417,6,10.1.1.3,159023198,166.244543,0,100,0,0,0,0,0,0,0,100,16,16,0,1491,0.0,15090.069,0.0,22511967.84,0,0,0,1,3,0,1,3
9418,6,10.1.1.2,2550164764,166.25994,0,100,0,0,0,0,0,0,100,0,16,16,0,503,0.0,111616.386,0.0,56218941.5,0,0,0,1,2,0,1,2
9421,6,10.1.1.8,3884774358,166.288011,0,100,0,0,0,0,0,0,94,6,16,16,0,608,0.0,29325.614,0.0,17848741.87,0,0,0,1,8,0,1,8
9427,6,10.1.1.2,2550164764,166.417975,0,100,0,0,0,0,0,0,100,0,16,15,0,503,0.0,161989.636,0.0,81487266.6,0,0,0,1,2,0,1,2
9431,6,10.1.1.2,2550164764,166.579481,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,158507.87,0.0,80648804.42,0,0,0,1,2,0,1,2
9436,6,10.1.1.7,1673646831,166.647956,0,100,0,0,0,0,0,0,100,0,16,16,0,259,0.0,14769.206,0.0,3837630.554,0,0,0,1,7,0,1,7
9437,6,10.1.1.6,2126477730,166.661453,0,100,0,0,0,0,0,0,100,0,16,16,0,412,0.0,41090.037,0.0,16935669.45,0,0,0,1,6,0,1,6
9440,6,10.1.1.2,2550164764,166.74226,0,100,0,0,0,0,0,0,100,0,16,16,0,500,0.0,157268.584,0.0,78709781.13,0,0,0,1,2,0,1,2
9450,6,10.1.1.2,2550164764,166.974037,0,100,0,0,0,0,0,2,98,0,16,16,0,499,0.0,110451.016,0.0,55137147.37,0,0,0,1,2,0,1,2
9460,6,10.1.1.2,2550164764,167.208418,0,100,0,0,0,0,0,1,99,0,16,16,0,504,0.0,109223.778,0.0,55083735.65,0,0,0,1,2,0,1,2
9463,6,10.1.1.6,2126477730,167.271229,0,100,0,0,0,0,0,0,100,0,16,16,0,410,0.0,41982.628,0.0,17222953.44,0,0,0,1,6,0,1,6
9472,6,10.1.1.2,2550164764,167.352666,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,177472.121,0.0,90865725.74,0,0,0,1,2,0,1,2
9473,6,10.1.1.8,3884774358,167.355749,0,100,0,0,0,0,0,0,98,2,16,16,0,592,0.0,23975.918,0.0,14209088.0,0,0,0,1,8,0,1,8
9479,6,10.1.1.2,2550164764,167.503748,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,169444.631,0.0,86755651.31,0,0,0,1,2,0,1,2
9481,6,10.1.1.1,595229600,167.528974,0,100,0,0,0,0,0,2,11,87,16,16,0,1364,0.0,17377.067,0.0,23710660.27,0,0,0,1,1,0,1,1
9490,6,10.1.1.9,3428079016,167.643613,0,100,0,0,0,0,0,0,0,100,16,16,0,1526,0.0,8868.131,0.0,13536315.8,0,0,0,1,9,0,1,9
9492,6,10.1.1.2,2550164764,167.708511,0,100,0,0,0,0,0,1,99,0,16,16,0,503,0.0,125022.481,0.0,62891308.75,0,0,0,1,2,0,1,2
9497,6,10.1.1.2,2550164764,167.835121,0,100,0,0,0,0,0,0,100,0,16,15,0,510,0.0,202196.035,0.0,103136153.5,0,0,0,1,2,0,1,2
9499,6,10.1.1.6,2126477730,167.847415,0,100,0,0,0,0,0,0,100,0,16,16,0,414,0.0,44430.102,0.0,18397616.52,0,0,0,1,6,0,1,6
9500,6,10.1.1.3,159023198,167.867927,0,100,0,0,0,0,0,0,0,100,16,16,0,1498,0.0,15769.528,0.0,23626538.16,0,0,0,1,3,0,1,3
9505,6,10.1.1.2,2550164764,167.983271,0,100,0,0,0,0,0,0,100,0,16,15,0,512,0.0,172797.6,0.0,88472371.31,0,0,0,1,2,0,1,2
9514,6,10.1.1.2,2550164764,168.086335,0,100,0,0,0,0,0,0,100,0,16,16,0,509,0.0,248389.78,0.0,126539689.4,0,0,0,1,2,0,1,2
9516,6,10.1.1.2,2550164764,168.172366,0,100,0,0,0,0,0,0,100,0,16,16,0,504,0.0,297566.469,0.0,150259164.4,0,0,0,1,2,0,1,2
9517,6,10.1.1.7,1673646831,168.196061,0,100,0,0,0,0,0,0,100,0,16,16,0,259,0.0,16536.346,0.0,4286220.892,0,0,0,1,7,0,1,7
9526,6,10.1.1.2,2550164764,168.292804,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,212557.745,0.0,108829565.3,0,0,0,1,2,0,1,2
9535,6,10.1.1.2,2550164764,168.426704,0,100,0,0,0,0,0,1,99,0,16,16,0,501,0.0,191187.557,0.0,95930268.78,0,0,0,1,2,0,1,2
9539,6,10.1.1.8,3884774358,168.467475,0,100,0,0,0,0,0,0,90,10,16,16,0,635,0.0,23027.261,0.0,14634284.73,0,0,0,1,8,0,1,8
9542,6,10.1.1.6,2126477730,168.526171,0,100,0,0,0,0,0,0,100,0,16,16,0,417,0.0,37716.057,0.0,15738156.31,0,0,0,1,6,0,1,6
9545,6,10.1.1.2,2550164764,168.584311,0,100,0,0,0,0,0,0,100,0,16,16,0,505,0.0,162429.253,0.0,82124230.2,0,0,0,1,2,0,1,2
9553,6,10.1.1.2,2550164764,168.708978,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,205347.161,0.0,104743479.9,0,0,0,1,2,0,1,2
9561,6,10.1.1.2,2550164764,168.90868,0,100,0,0,0,0,0,1,99,0,16,16,0,497,0.0,128190.989,0.0,63828857.19,0,0,0,1,2,0,1,2
9567,6,10.1.1.1,595229600,169.038604,0,100,0,0,0,0,0,0,4,96,16,16,0,1485,0.0,16957.798,0.0,25189791.46,0,0,0,1,1,0,1,1
9570,6,10.1.1.2,2550164764,169.152973,0,100,0,0,0,0,0,0,100,0,16,16,0,505,0.0,104792.207,0.0,52982939.96,0,0,0,1,2,0,1,2
9579,6,10.1.1.2,2550164764,169.304324,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,169143.278,0.0,86601358.18,0,0,0,1,2,0,1,2
9580,6,10.1.1.6,2126477730,169.31476,0,100,0,0,0,0,0,0,100,0,16,16,0,415,0.0,32463.045,0.0,13483850.26,0,0,0,1,6,0,1,6
9587,6,10.1.1.2,2550164764,169.436503,0,100,0,0,0,0,0,1,99,0,16,16,0,508,0.0,193676.725,0.0,98418764.34,0,0,0,1,2,0,1,2
9589,6,10.1.1.8,3884774358,169.450586,0,100,0,0,0,0,0,0,92,8,16,16,0,595,0.0,26039.782,0.0,15498878.34,0,0,0,1,8,0,1,8
9593,6,10.1.1.3,159023198,169.491924,0,100,0,0,0,0,0,0,1,99,16,16,0,1507,0.0,15763.576,0.0,23758862.02,0,0,0,1,3,0,1,3
9596,6,10.1.1.7,1673646831,169.511572,0,100,0,0,0,0,0,0,100,0,16,16,0,263,0.0,19460.119,0.0,5131244.102,0,0,0,1,7,0,1,7
9617,6,10.1.1.6,2126477730,170.218968,0,100,0,0,0,0,0,0,100,0,16,16,0,414,0.0,28312.072,0.0,11741582.3,0,0,0,1,6,0,1,6
9621,6,10.1.1.8,3884774358,170.323373,0,100,0,0,0,0,0,0,92,8,16,16,0,619,0.0,29331.326,0.0,18171343.09,0,0,0,1,8,0,1,8
9634,6,10.1.1.2,2550164764,170.551946,0,100,0,0,0,0,0,1,99,0,15,16,0,508,0.0,22950.523,0.0,11662537.76,0,0,0,1,2,0,1,2
9641,6,10.1.1.2,2550164764,170.725484,0,100,0,0,0,0,0,1,99,0,16,16,0,506,0.0,147517.946,0.0,74679484.99,0,0,0,1,2,0,1,2
9647,6,10.1.1.2,2550164764,170.851611,0,100,0,0,0,0,0,0,100,0,16,16,0,506,0.0,202970.015,0.0,102881441.1,0,0,0,1,2,0,1,2
9650,6,10.1.1.3,159023198,170.981219,0,100,0,0,0,0,0,0,0,100,16,16,0,1501,0.0,17189.341,0.0,25808764.45,0,0,0,1,3,0,1,3
9651,6,10.1.1.1,595229600,170.983654,0,100,0,0,0,0,0,2,5,93,16,16,0,1434,0.0,13161.615,0.0,18876915.24,0,0,0,1,1,0,1,1
9653,6,10.1.1.2,2550164764,170.985756,0,100,0,0,0,0,0,0,100,0,16,14,0,508,0.0,190838.581,0.0,97098669.86,0,0,0,1,2,0,1,2
9664,6,10.1.1.2,2550164764,171.109597,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,206716.598,0.0,105838898.2,0,0,0,1,2,0,1,2
9667,6,10.1.1.6,2126477730,171.14886,0,100,0,0,0,0,0,0,100,0,16,16,0,410,0.0,27530.077,0.0,11293938.74,0,0,0,1,6,0,1,6
9669,6,10.1.1.7,1673646831,171.257156,0,100,0,0,0,0,0,1,99,0,16,16,0,260,0.0,14665.579,0.0,3820089.986,0,0,0,1,7,0,1,7
9672,6,10.1.1.8,3884774358,171.275375,0,100,0,0,0,0,0,0,96,4,16,16,0,590,0.0,26890.698,0.0,15867663.34,0,0,0,1,8,0,1,8
9673,6,10.1.1.2,2550164764,171.284664,0,100,0,0,0,0,0,1,99,0,16,16,0,504,0.0,146229.773,0.0,73840186.01,0,0,0,1,2,0,1,2
9677,6,10.1.1.9,3428079016,171.376989,0,100,0,0,0,0,0,0,1,99,16,16,0,1523,0.0,6857.064,0.0,10449069.08,0,0,0,1,9,0,1,9
9681,6,10.1.1.2,2550164764,171.41937,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,190043.473,0.0,96937374.93,0,0,0,1,2,0,1,2
9687,6,10.1.1.2,2550164764,171.645387,0,100,0,0,0,0,0,0,100,0,16,15,0,505,0.0,113265.817,0.0,57267197.15,0,0,0,1,2,0,1,2
9696,6,10.1.1.2,2550164764,171.770097,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,205276.104,0.0,105101365.4,0,0,0,1,2,0,1,2
9702,6,10.1.1.2,2550164764,171.893967,0,100,0,0,0,0,0,0,100,0,16,16,0,506,0.0,206668.455,0.0,104623838.6,0,0,0,1,2,0,1,2
9707,6,10.1.1.6,2126477730,171.962673,0,100,0,0,0,0,0,0,100,0,16,16,0,419,0.0,31456.859,0.0,13186715.35,0,0,0,1,6,0,1,6
9710,6,10.1.1.2,2550164764,172.020869,0,100,0,0,0,0,0,0,100,0,16,15,0,510,0.0,201730.305,0.0,103027701.3,0,0,0,1,2,0,1,2
9721,6,10.1.1.2,2550164764,172.17465,0,100,0,0,0,0,0,0,100,0,16,16,0,503,0.0,166470.568,0.0,83741354.65,0,0,0,1,2,0,1,2
9728,6,10.1.1.3,159023198,172.246561,0,100,0,0,0,0,0,0,0,100,16,16,0,1496,0.0,20231.684,0.0,30273074.07,0,0,0,1,3,0,1,3
9729,6,10.1.1.8,3884774358,172.310392,0,100,0,0,0,0,0,0,98,2,16,16,0,571,0.0,24733.893,0.0,14135914.49,0,0,0,1,8,0,1,8
9730,6,10.1.1.2,2550164764,172.32005,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,176065.967,0.0,90145775.35,0,0,0,1,2,0,1,2
9736,6,10.1.1.2,2550164764,172.467002,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,174206.646,0.0,89193802.64,0,0,0,1,2,0,1,2
9743,6,10.1.1.2,2550164764,172.591611,0,100,0,0,0,0,0,2,98,0,16,16,0,499,0.0,205442.242,0.0,102688250.3,0,0,0,1,2,0,1,2
9744,6,10.1.1.1,595229600,172.60272,0,100,0,0,0,0,0,2,5,93,16,15,0,1456,0.0,15811.585,0.0,23021668.05,0,0,0,1,1,0,1,1
9747,6,10.1.1.6,2126477730,172.709527,0,100,0,0,0,0,0,0,100,0,16,16,0,414,0.0,34277.111,0.0,14215403.61,0,0,0,1,6,0,1,6
9755,6,10.1.1.2,2550164764,172.83843,0,100,0,0,0,0,0,0,100,0,16,16,0,500,0.0,103719.822,0.0,51909696.47,0,0,0,1,2,0,1,2
9759,6,10.1.1.7,1673646831,172.936236,0,100,0,0,0,0,0,0,100,0,16,16,0,258,0.0,15246.444,0.0,3942120.663,0,0,0,1,7,0,1,7
9763,6,10.1.1.2,2550164764,173.034953,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,130264.525,0.0,66278590.48,0,0,0,1,2,0,1,2
