Unnamed: 0,protocol,IP,hash ID,Time,F_Pck,B_Pck,F_P_L1,F_P_L2,F_P_L3,F_P_L4,B_P_L1,B_P_L2,B_P_L3,B_P_L4,F_Hash_IPT,B_Hash_IPT,F_P_L_A,B_P_L_A,F_IA_T_M,F_IA_T_S,A_M,I_M,F_TCP_S_C,B_TCP_S_C,Label_T,Label_AB,Label_Multi_A,Prelabel_T,Prelabel_AB,Prelabel_Multi_A
3554,6,10.1.1.2,2550164764,60.994623,0,100,0,0,0,0,0,1,99,0,16,16,0,506,0.0,168372.513,0.0,85236901.1,0,0,0,1,2,0,1,2
3556,6,10.1.1.1,595229600,61.029799,0,100,0,0,0,0,0,5,7,88,16,15,0,1365,0.0,16832.648,0.0,22989357.35,0,0,0,1,1,0,1,1
3563,6,10.1.1.2,2550164764,61.163112,0,100,0,0,0,0,0,0,100,0,16,16,0,505,0.0,151938.721,0.0,76820217.27,0,0,0,1,2,0,1,2
3571,6,10.1.1.2,2550164764,61.350159,0,100,0,0,0,0,0,0,100,0,15,16,0,512,0.0,136863.993,0.0,70074364.58,0,0,0,1,2,0,1,2
3575,6,10.1.1.2,2550164764,61.473665,0,100,0,0,0,0,0,1,99,0,16,16,0,506,0.0,207277.263,0.0,105064699.1,0,0,0,1,2,0,1,2
3577,6,10.1.1.6,2126477730,61.496939,0,100,0,0,0,0,0,0,100,0,16,16,0,414,0.0,46502.421,0.0,19255722.36,0,0,0,1,6,0,1,6
3585,6,10.1.1.2,2550164764,61.661882,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,136013.273,0.0,69638795.89,0,0,0,1,2,0,1,2
3587,6,10.1.1.8,3884774358,61.727034,0,100,0,0,0,0,0,0,92,8,16,16,0,608,0.0,30268.707,0.0,18422745.88,0,0,0,1,8,0,1,8
3591,6,10.1.1.2,2550164764,61.799496,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,186027.568,0.0,95246115.07,0,0,0,1,2,0,1,2
3592,6,10.1.1.3,159023198,61.804594,0,100,0,0,0,0,0,0,0,100,16,16,0,1486,0.0,13568.161,0.0,20163373.28,0,0,0,1,3,0,1,3
3597,6,10.1.1.2,2550164764,61.944512,0,100,0,0,0,0,0,0,100,0,16,16,0,507,0.0,176532.009,0.0,89593525.36,0,0,0,1,2,0,1,2
3605,6,10.1.1.2,2550164764,62.127965,0,100,0,0,0,0,0,0,100,0,16,15,0,510,0.0,139545.397,0.0,71268625.06,0,0,0,1,2,0,1,2
3606,6,10.1.1.6,2126477730,62.129842,0,100,0,0,0,0,0,0,100,0,16,16,0,418,0.0,40448.53,0.0,16930136.72,0,0,0,1,6,0,1,6
3611,6,10.1.1.2,2550164764,62.224185,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,266056.907,0.0,136221136.5,0,0,0,1,2,0,1,2
3617,6,10.1.1.2,2550164764,62.375299,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,169408.541,0.0,86520329.87,0,0,0,1,2,0,1,2
3626,6,10.1.1.2,2550164764,62.543572,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,152133.76,0.0,77405657.23,0,0,0,1,2,0,1,2
3630,6,10.1.1.7,1673646831,62.602898,0,100,0,0,0,0,0,0,100,0,16,16,0,261,0.0,15815.16,0.0,4139776.294,0,0,0,1,7,0,1,7
3633,6,10.1.1.1,595229600,62.673811,0,100,0,0,0,0,0,1,8,91,16,16,0,1437,0.0,15571.663,0.0,22383330.89,0,0,0,1,1,0,1,1
3635,6,10.1.1.2,2550164764,62.721793,0,100,0,0,0,0,0,2,98,0,16,16,0,504,0.0,143641.893,0.0,72441479.5,0,0,0,1,2,0,1,2
3637,6,10.1.1.6,2126477730,62.739248,0,100,0,0,0,0,0,0,100,0,16,16,0,416,0.0,42008.12,0.0,17475377.82,0,0,0,1,6,0,1,6
3650,6,10.1.1.2,2550164764,62.890338,0,100,0,0,0,0,0,1,99,0,16,16,0,507,0.0,151888.213,0.0,77086305.77,0,0,0,1,2,0,1,2
3652,6,10.1.1.8,3884774358,62.951201,0,100,0,0,0,0,0,0,89,11,16,16,0,639,0.0,20912.182,0.0,13370412.48,0,0,0,1,8,0,1,8
3662,6,10.1.1.2,2550164764,63.237578,0,100,0,0,0,0,0,1,99,0,16,15,0,504,0.0,73724.231,0.0,37227787.91,0,0,0,1,2,0,1,2
3666,6,10.1.1.3,159023198,63.339251,0,100,0,0,0,0,0,0,0,100,16,16,0,1500,0.0,16681.252,0.0,25024546.83,0,0,0,1,3,0,1,3
3668,6,10.1.1.6,2126477730,63.363354,0,100,0,0,0,0,0,0,100,0,16,16,0,413,0.0,41018.678,0.0,16958762.1,0,0,0,1,6,0,1,6
3672,6,10.1.1.2,2550164764,63.395638,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,161963.736,0.0,82925432.59,0,0,0,1,2,0,1,2
3678,6,10.1.1.2,2550164764,63.554339,0,100,0,0,0,0,0,2,98,0,16,16,0,501,0.0,161309.691,0.0,80938750.32,0,0,0,1,2,0,1,2
3687,6,10.1.1.2,2550164764,63.72227,0,100,0,0,0,0,0,2,98,0,16,16,0,504,0.0,152443.491,0.0,76880301.2,0,0,0,1,2,0,1,2
3690,6,10.1.1.2,2550164764,63.810382,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,290538.932,0.0,148384043.1,0,0,0,1,2,0,1,2
3698,6,10.1.1.2,2550164764,63.923184,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,226946.753,0.0,116196737.4,0,0,0,1,2,0,1,2
3699,6,10.1.1.1,595229600,63.957267,0,100,0,0,0,0,0,1,5,94,16,15,0,1457,0.0,19946.144,0.0,29067116.81,0,0,0,1,1,0,1,1
3701,6,10.1.1.8,3884774358,64.072357,0,100,0,0,0,0,0,0,96,4,16,16,0,589,0.0,22833.576,0.0,13459022.93,0,0,0,1,8,0,1,8
3703,6,10.1.1.7,1673646831,64.084499,0,100,0,0,0,0,0,0,100,0,16,16,0,258,0.0,17278.606,0.0,4467556.38,0,0,0,1,7,0,1,7
3705,6,10.1.1.6,2126477730,64.120266,0,100,0,0,0,0,0,0,100,0,16,16,0,415,0.0,33821.633,0.0,14048153.68,0,0,0,1,6,0,1,6
3707,6,10.1.1.2,2550164764,64.142511,0,100,0,0,0,0,0,0,100,0,16,16,0,504,0.0,116720.583,0.0,58864524.46,0,0,0,1,2,0,1,2
3711,6,10.1.1.9,3428079016,64.269256,0,100,0,0,0,0,0,0,1,99,16,16,0,1521,0.0,7030.274,0.0,10699515.22,0,0,0,1,9,0,1,9
3717,6,10.1.1.2,2550164764,64.340052,0,100,0,0,0,0,0,0,100,0,15,16,0,512,0.0,129593.351,0.0,66351795.84,0,0,0,1,2,0,1,2
3728,6,10.1.1.2,2550164764,64.588235,0,100,0,0,0,0,0,0,100,0,16,15,0,507,0.0,103149.687,0.0,52350529.13,0,0,0,1,2,0,1,2
3732,6,10.1.1.3,159023198,64.710484,0,100,0,0,0,0,0,0,1,99,16,16,0,1501,0.0,18669.329,0.0,28030877.6,0,0,0,1,3,0,1,3
3734,6,10.1.1.6,2126477730,64.719261,0,100,0,0,0,0,0,0,100,0,16,16,0,421,0.0,42738.255,0.0,17997934.1,0,0,0,1,6,0,1,6
3735,6,10.1.1.2,2550164764,64.743543,0,100,0,0,0,0,0,0,100,0,16,16,0,506,0.0,164833.741,0.0,83445433.05,0,0,0,1,2,0,1,2
3746,6,10.1.1.2,2550164764,64.950441,0,100,0,0,0,0,0,0,100,0,16,16,0,506,0.0,123732.483,0.0,62638332.07,0,0,0,1,2,0,1,2
3756,6,10.1.1.2,2550164764,65.188181,0,100,0,0,0,0,0,0,100,0,16,16,0,503,0.0,107680.749,0.0,54167724.23,0,0,0,1,2,0,1,2
3757,6,10.1.1.8,3884774358,65.194327,0,100,0,0,0,0,0,0,92,8,16,16,0,611,0.0,22817.006,0.0,13945753.93,0,0,0,1,8,0,1,8
3767,6,10.1.1.2,2550164764,65.375897,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,136376.223,0.0,69388222.09,0,0,0,1,2,0,1,2
3768,6,10.1.1.6,2126477730,65.381563,0,100,0,0,0,0,0,0,100,0,16,16,0,410,0.0,38653.061,0.0,15881769.54,0,0,0,1,6,0,1,6
3769,6,10.1.1.1,595229600,65.399883,0,100,0,0,0,0,0,1,3,96,16,15,0,1463,0.0,17745.54,0.0,25962435.16,0,0,0,1,1,0,1,1
3775,6,10.1.1.2,2550164764,65.562919,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,136882.139,0.0,69820841.38,0,0,0,1,2,0,1,2
3785,6,10.1.1.7,1673646831,65.783008,0,100,0,0,0,0,0,0,100,0,16,16,0,262,0.0,15072.043,0.0,3954904.029,0,0,0,1,7,0,1,7
3787,6,10.1.1.2,2550164764,65.812857,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,102425.495,0.0,52441853.25,0,0,0,1,2,0,1,2
3796,6,10.1.1.2,2550164764,65.96289,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,170628.86,0.0,87361976.51,0,0,0,1,2,0,1,2
3800,6,10.1.1.3,159023198,66.000802,0,100,0,0,0,0,0,0,0,100,16,16,0,1504,0.0,19840.07,0.0,29852163.29,0,0,0,1,3,0,1,3
3802,6,10.1.1.6,2126477730,66.028908,0,100,0,0,0,0,0,0,100,0,16,16,0,420,0.0,39546.142,0.0,16628361.85,0,0,0,1,6,0,1,6
3805,6,10.1.1.8,3884774358,66.063346,0,100,0,0,0,0,0,0,92,8,16,16,0,617,0.0,29458.503,0.0,18193571.63,0,0,0,1,8,0,1,8
3809,6,10.1.1.2,2550164764,66.108357,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,175985.168,0.0,90104405.91,0,0,0,1,2,0,1,2
3817,6,10.1.1.2,2550164764,66.234552,0,100,0,0,0,0,0,1,99,0,16,16,0,508,0.0,202860.343,0.0,103085511.9,0,0,0,1,2,0,1,2
3824,6,10.1.1.2,2550164764,66.371336,0,100,0,0,0,0,0,0,100,0,16,16,0,506,0.0,187156.614,0.0,94746164.19,0,0,0,1,2,0,1,2
3828,6,10.1.1.2,2550164764,66.511448,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,182710.763,0.0,92963236.37,0,0,0,1,2,0,1,2
3837,6,10.1.1.2,2550164764,66.657692,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,175050.143,0.0,89625673.33,0,0,0,1,2,0,1,2
3842,6,10.1.1.2,2550164764,66.76415,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,240469.998,0.0,123120638.8,0,0,0,1,2,0,1,2
3846,6,10.1.1.6,2126477730,66.862751,0,100,0,0,0,0,0,0,100,0,16,16,0,417,0.0,30701.223,0.0,12830655.28,0,0,0,1,6,0,1,6
3847,6,10.1.1.2,2550164764,66.900712,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,187460.818,0.0,95979938.95,0,0,0,1,2,0,1,2
3848,6,10.1.1.8,3884774358,66.930903,0,100,0,0,0,0,0,0,93,7,16,16,0,611,0.0,29508.154,0.0,18054268.97,0,0,0,1,8,0,1,8
3852,6,10.1.1.1,595229600,67.024359,0,100,0,0,0,0,0,2,3,95,16,16,0,1464,0.0,15758.928,0.0,23076113.79,0,0,0,1,1,0,1,1
3856,6,10.1.1.2,2550164764,67.132243,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,110568.393,0.0,56611017.06,0,0,0,1,2,0,1,2
3859,6,10.1.1.2,2550164764,67.223105,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,281745.834,0.0,144253866.8,0,0,0,1,2,0,1,2
3863,6,10.1.1.2,2550164764,67.399745,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,144927.509,0.0,73924623.57,0,0,0,1,2,0,1,2
3865,6,10.1.1.7,1673646831,67.421873,0,100,0,0,0,0,0,0,100,0,16,16,0,261,0.0,15620.567,0.0,4078842.384,0,0,0,1,7,0,1,7
3866,6,10.1.1.9,3428079016,67.42443,0,100,0,0,0,0,0,0,0,100,16,16,0,1527,0.0,8113.657,0.0,12395071.65,0,0,0,1,9,0,1,9
3871,6,10.1.1.3,159023198,67.523998,0,100,0,0,0,0,0,0,0,100,16,16,0,1509,0.0,16806.767,0.0,25374184.58,0,0,0,1,3,0,1,3
3872,6,10.1.1.2,2550164764,67.551786,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,168375.682,0.0,85992828.1,0,0,0,1,2,0,1,2
3875,6,10.1.1.6,2126477730,67.652314,0,100,0,0,0,0,0,0,100,0,16,16,0,418,0.0,32423.001,0.0,13570971.29,0,0,0,1,6,0,1,6
3877,6,10.1.1.2,2550164764,67.708215,0,100,0,0,0,0,0,0,100,0,16,16,0,507,0.0,163652.465,0.0,83056898.99,0,0,0,1,2,0,1,2
3884,6,10.1.1.8,3884774358,67.791649,0,100,0,0,0,0,0,0,96,4,16,16,0,591,0.0,29741.638,0.0,17588014.87,0,0,0,1,8,0,1,8
3886,6,10.1.1.2,2550164764,67.819712,0,100,0,0,0,0,0,1,99,0,16,15,0,505,0.0,229602.744,0.0,116087147.3,0,0,0,1,2,0,1,2
3896,6,10.1.1.2,2550164764,68.004556,0,100,0,0,0,0,0,1,99,0,16,16,0,508,0.0,138495.151,0.0,70377695.8,0,0,0,1,2,0,1,2
3903,6,10.1.1.2,2550164764,68.228453,0,100,0,0,0,0,0,1,99,0,16,16,0,504,0.0,114338.3,0.0,57736267.74,0,0,0,1,2,0,1,2
3911,6,10.1.1.2,2550164764,68.365347,0,100,0,0,0,0,0,0,100,0,16,16,0,506,0.0,187005.696,0.0,94669763.45,0,0,0,1,2,0,1,2
3915,6,10.1.1.6,2126477730,68.443811,0,100,0,0,0,0,0,0,100,0,16,16,0,417,0.0,32343.774,0.0,13517110.12,0,0,0,1,6,0,1,6
3918,6,10.1.1.2,2550164764,68.511741,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,174870.822,0.0,89533861.09,0,0,0,1,2,0,1,2
3923,6,10.1.1.1,595229600,68.597331,0,100,0,0,0,0,0,1,4,95,16,16,0,1466,0.0,16274.924,0.0,23862943.9,0,0,0,1,1,0,1,1
3928,6,10.1.1.2,2550164764,68.687044,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,146032.685,0.0,74488351.92,0,0,0,1,2,0,1,2
3931,6,10.1.1.8,3884774358,68.753944,0,100,0,0,0,0,0,0,91,9,16,16,0,637,0.0,26603.074,0.0,16957863.34,0,0,0,1,8,0,1,8
3937,6,10.1.1.2,2550164764,68.834463,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,173654.713,0.0,88911213.27,0,0,0,1,2,0,1,2
3940,6,10.1.1.3,159023198,68.88661,0,100,0,0,0,0,0,0,0,100,16,16,0,1497,0.0,18787.446,0.0,28136079.64,0,0,0,1,3,0,1,3
3943,6,10.1.1.2,2550164764,69.03299,0,100,0,0,0,0,0,0,100,0,16,16,0,509,0.0,128949.806,0.0,65692189.19,0,0,0,1,2,0,1,2
3946,6,10.1.1.7,1673646831,69.062964,0,100,0,0,0,0,0,0,100,0,16,16,0,257,0.0,15599.38,0.0,4013408.472,0,0,0,1,7,0,1,7
3949,6,10.1.1.2,2550164764,69.159396,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,202522.105,0.0,103691317.9,0,0,0,1,2,0,1,2
3954,6,10.1.1.6,2126477730,69.287402,0,100,0,0,0,0,0,0,100,0,16,16,0,419,0.0,30346.46,0.0,12740657.88,0,0,0,1,6,0,1,6
3956,6,10.1.1.2,2550164764,69.307762,0,100,0,0,0,0,0,1,99,0,16,16,0,508,0.0,172546.023,0.0,87680987.14,0,0,0,1,2,0,1,2
3966,6,10.1.1.2,2550164764,69.463589,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,164284.955,0.0,84113897.03,0,0,0,1,2,0,1,2
3971,6,10.1.1.2,2550164764,69.568318,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,244440.003,0.0,124214632.0,0,0,0,1,2,0,1,2
3979,6,10.1.1.2,2550164764,69.696585,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,199583.974,0.0,102186994.9,0,0,0,1,2,0,1,2
3980,6,10.1.1.8,3884774358,69.69984,0,100,0,0,0,0,0,0,97,3,16,16,0,581,0.0,27064.282,0.0,15744916.63,0,0,0,1,8,0,1,8
3989,6,10.1.1.2,2550164764,69.890683,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,131892.14,0.0,67528775.6,0,0,0,1,2,0,1,2
3992,6,10.1.1.1,595229600,69.896337,0,100,0,0,0,0,0,1,7,92,16,16,0,1424,0.0,19707.376,0.0,28063304.11,0,0,0,1,1,0,1,1
4003,6,10.1.1.2,2550164764,70.082733,0,100,0,0,0,0,0,0,100,0,16,16,0,509,0.0,133298.634,0.0,67907656.06,0,0,0,1,2,0,1,2
4008,6,10.1.1.6,2126477730,70.261498,0,100,0,0,0,0,0,0,100,0,16,16,0,415,0.0,26280.776,0.0,10915982.97,0,0,0,1,6,0,1,6
4009,6,10.1.1.2,2550164764,70.295976,0,100,0,0,0,0,0,3,97,0,16,16,0,499,0.0,120050.83,0.0,59929374.19,0,0,0,1,2,0,1,2
4018,6,10.1.1.2,2550164764,70.413976,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,216949.096,0.0,110661395.1,0,0,0,1,2,0,1,2
4022,6,10.1.1.2,2550164764,70.547076,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,192336.542,0.0,98107023.15,0,0,0,1,2,0,1,2
4024,6,10.1.1.8,3884774358,70.574478,0,100,0,0,0,0,0,0,95,5,16,16,0,620,0.0,29269.257,0.0,18170354.9,0,0,0,1,8,0,1,8
4025,6,10.1.1.3,159023198,70.582705,0,100,0,0,0,0,0,0,0,100,16,16,0,1500,0.0,15093.494,0.0,22652316.19,0,0,0,1,3,0,1,3
4030,6,10.1.1.2,2550164764,70.665284,0,100,0,0,0,0,0,1,99,0,16,14,0,506,0.0,216567.532,0.0,109635147.4,0,0,0,1,2,0,1,2
4034,6,10.1.1.7,1673646831,70.782688,0,100,0,0,0,0,0,0,100,0,16,15,0,257,0.0,14886.108,0.0,3839424.998,0,0,0,1,7,0,1,7
4038,6,10.1.1.2,2550164764,70.875954,0,100,0,0,0,0,0,0,100,0,16,16,0,509,0.0,121517.068,0.0,61905655.05,0,0,0,1,2,0,1,2
4042,6,10.1.1.9,3428079016,70.919154,0,100,0,0,0,0,0,0,0,100,16,16,0,1524,0.0,7325.329,0.0,11167316.87,0,0,0,1,9,0,1,9
4045,6,10.1.1.2,2550164764,71.024638,0,100,0,0,0,0,0,1,99,0,16,16,0,504,0.0,172177.206,0.0,86942602.05,0,0,0,1,2,0,1,2
4046,6,10.1.1.1,595229600,71.032743,0,100,0,0,0,0,0,0,6,94,16,16,0,1452,0.0,22527.161,0.0,32713042.53,0,0,0,1,1,0,1,1
4048,6,10.1.1.6,2126477730,71.085119,0,100,0,0,0,0,0,0,100,0,16,16,0,419,0.0,31082.256,0.0,13029681.79,0,0,0,1,6,0,1,6
4050,6,10.1.1.2,2550164764,71.159689,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,189558.002,0.0,96325794.26,0,0,0,1,2,0,1,2
4056,6,10.1.1.2,2550164764,71.336799,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,144542.78,0.0,74005903.43,0,0,0,1,2,0,1,2
4067,6,10.1.1.2,2550164764,71.522888,0,100,0,0,0,0,0,0,100,0,16,16,0,506,0.0,137568.73,0.0,69642794.03,0,0,0,1,2,0,1,2
4069,6,10.1.1.8,3884774358,71.532262,0,100,0,0,0,0,0,0,94,6,16,16,0,611,0.0,26728.36,0.0,16336373.47,0,0,0,1,8,0,1,8
4079,6,10.1.1.2,2550164764,71.74418,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,115684.244,0.0,59230333.14,0,0,0,1,2,0,1,2
4086,6,10.1.1.6,2126477730,71.889055,0,100,0,0,0,0,0,0,100,0,16,16,0,419,0.0,31843.331,0.0,13348724.2,0,0,0,1,6,0,1,6
4090,6,10.1.1.2,2550164764,71.919055,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,146390.261,0.0,74951813.74,0,0,0,1,2,0,1,2
4096,6,10.1.1.2,2550164764,72.048327,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,198032.081,0.0,101392425.4,0,0,0,1,2,0,1,2
4097,6,10.1.1.3,159023198,72.054105,0,100,0,0,0,0,0,0,0,100,16,16,0,1502,0.0,17398.396,0.0,26133782.39,0,0,0,1,3,0,1,3
4104,6,10.1.1.2,2550164764,72.263706,0,100,0,0,0,0,0,0,100,0,16,16,0,506,0.0,118860.242,0.0,60171808.85,0,0,0,1,2,0,1,2
4114,6,10.1.1.7,1673646831,72.480795,0,100,0,0,0,0,0,0,100,0,16,16,0,262,0.0,15075.611,0.0,3955840.229,0,0,0,1,7,0,1,7
4116,6,10.1.1.2,2550164764,72.540783,0,100,0,0,0,0,0,0,100,0,16,16,0,504,0.0,92393.103,0.0,46595689.58,0,0,0,1,2,0,1,2
4122,6,10.1.1.8,3884774358,72.687287,0,100,0,0,0,0,0,0,91,9,16,16,0,638,0.0,22164.022,0.0,14142419.36,0,0,0,1,8,0,1,8
4125,6,10.1.1.6,2126477730,72.735823,0,100,0,0,0,0,0,0,100,0,16,16,0,422,0.0,30232.606,0.0,12770252.59,0,0,0,1,6,0,1,6
4126,6,10.1.1.1,595229600,72.741076,0,100,0,0,0,0,0,3,8,89,16,16,0,1398,0.0,14985.369,0.0,20955539.51,0,0,0,1,1,0,1,1
4128,6,10.1.1.2,2550164764,72.760022,0,100,0,0,0,0,0,0,100,0,16,16,0,507,0.0,116767.548,0.0,59261865.85,0,0,0,1,2,0,1,2
4146,6,10.1.1.2,2550164764,73.075744,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,81083.995,0.0,41359323.93,0,0,0,1,2,0,1,2
4154,6,10.1.1.2,2550164764,73.246739,0,100,0,0,0,0,0,1,99,0,16,16,0,503,0.0,149711.982,0.0,75406931.34,0,0,0,1,2,0,1,2
4161,6,10.1.1.2,2550164764,73.355968,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,234369.805,0.0,119247356.7,0,0,0,1,2,0,1,2
4166,6,10.1.1.6,2126477730,73.463881,0,100,0,0,0,0,0,0,100,0,16,16,0,423,0.0,35162.029,0.0,14874944.74,0,0,0,1,6,0,1,6
4171,6,10.1.1.2,2550164764,73.497233,0,100,0,0,0,0,0,0,100,0,16,15,0,512,0.0,181219.802,0.0,92784538.59,0,0,0,1,2,0,1,2
4182,6,10.1.1.8,3884774358,73.666386,0,100,0,0,0,0,0,0,94,6,16,16,0,609,0.0,26146.487,0.0,15947265.23,0,0,0,1,8,0,1,8
4184,6,10.1.1.2,2550164764,73.715592,0,100,0,0,0,0,0,0,100,0,16,16,0,504,0.0,117238.002,0.0,59125469.0,0,0,0,1,2,0,1,2
4185,6,10.1.1.3,159023198,73.721492,0,100,0,0,0,0,0,1,0,99,16,16,0,1488,0.0,15353.364,0.0,22855632.08,0,0,0,1,3,0,1,3
4193,6,10.1.1.2,2550164764,73.850879,0,100,0,0,0,0,0,0,100,0,16,16,0,508,0.0,189227.615,0.0,96157904.76,0,0,0,1,2,0,1,2
4199,6,10.1.1.2,2550164764,73.976179,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,204309.381,0.0,104606403.2,0,0,0,1,2,0,1,2
4202,6,10.1.1.9,3428079016,74.082235,0,100,0,0,0,0,0,0,1,99,16,16,0,1513,0.0,8093.374,0.0,12250131.42,0,0,0,1,9,0,1,9
4204,6,10.1.1.7,1673646831,74.096295,0,100,0,0,0,0,0,0,100,0,16,16,0,259,0.0,15846.487,0.0,4107409.539,0,0,0,1,7,0,1,7
4208,6,10.1.1.2,2550164764,74.147131,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,149749.775,0.0,76384365.04,0,0,0,1,2,0,1,2
4210,6,10.1.1.1,595229600,74.152524,0,100,0,0,0,0,0,0,4,96,16,16,0,1481,0.0,18137.402,0.0,26872375.0,0,0,0,1,1,0,1,1
4218,6,10.1.1.2,2550164764,74.330711,0,100,0,0,0,0,0,0,100,0,16,16,0,505,0.0,139448.62,0.0,70505222.3,0,0,0,1,2,0,1,2
4219,6,10.1.1.6,2126477730,74.336166,0,100,0,0,0,0,0,0,100,0,16,16,0,415,0.0,29348.202,0.0,12190069.12,0,0,0,1,6,0,1,6
4226,6,10.1.1.2,2550164764,74.489635,0,100,0,0,0,0,0,2,98,0,16,15,0,497,0.0,161083.423,0.0,80206657.77,0,0,0,1,2,0,1,2
4238,6,10.1.1.2,2550164764,74.673554,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,139191.745,0.0,71266173.44,0,0,0,1,2,0,1,2
4239,6,10.1.1.8,3884774358,74.676752,0,100,0,0,0,0,0,0,93,7,16,16,0,605,0.0,25337.354,0.0,15340247.56,0,0,0,1,8,0,1,8
4245,6,10.1.1.2,2550164764,74.85336,0,100,0,0,0,0,0,0,100,0,16,16,0,504,0.0,142375.676,0.0,71802901.06,0,0,0,1,2,0,1,2
4257,6,10.1.1.2,2550164764,75.069211,0,100,0,0,0,0,0,0,100,0,16,16,0,509,0.0,118600.293,0.0,60419733.34,0,0,0,1,2,0,1,2
4265,6,10.1.1.2,2550164764,75.246033,0,100,0,0,0,0,0,2,98,0,16,16,0,499,0.0,144778.408,0.0,72366039.45,0,0,0,1,2,0,1,2
4270,6,10.1.1.6,2126477730,75.297741,0,100,0,0,0,0,0,0,100,0,16,16,0,418,0.0,26622.994,0.0,11143320.39,0,0,0,1,6,0,1,6
4274,6,10.1.1.2,2550164764,75.365444,0,100,0,0,0,0,0,0,100,0,16,16,0,510,0.0,214385.624,0.0,109353819.3,0,0,0,1,2,0,1,2
4276,6,10.1.1.3,159023198,75.416779,0,100,0,0,0,0,0,0,1,99,16,16,0,1491,0.0,15100.688,0.0,22518146.04,0,0,0,1,3,0,1,3
4280,6,10.1.1.7,1673646831,75.494432,0,100,0,0,0,0,0,0,100,0,16,16,0,260,0.0,18310.082,0.0,4769410.076,0,0,0,1,7,0,1,7
4286,6,10.1.1.2,2550164764,75.539898,0,100,0,0,0,0,0,2,98,0,16,16,0,503,0.0,146743.576,0.0,73817888.59,0,0,0,1,2,0,1,2
4288,6,10.1.1.1,595229600,75.607053,0,100,0,0,0,0,0,4,8,88,16,16,0,1380,0.0,17600.199,0.0,24296722.07,0,0,0,1,1,0,1,1
4296,6,10.1.1.2,2550164764,75.697656,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,162273.865,0.0,83084218.91,0,0,0,1,2,0,1,2
4300,6,10.1.1.8,3884774358,75.792208,0,100,0,0,0,0,0,0,94,6,16,16,0,602,0.0,22950.258,0.0,13836251.59,0,0,0,1,8,0,1,8
4302,6,10.1.1.2,2550164764,75.803974,0,100,0,0,0,0,0,1,99,0,16,16,0,508,0.0,240787.08,0.0,122358362.4,0,0,0,1,2,0,1,2
4314,6,10.1.1.2,2550164764,75.979334,0,100,0,0,0,0,0,0,100,0,16,15,0,512,0.0,145985.233,0.0,74744439.11,0,0,0,1,2,0,1,2
4325,6,10.1.1.2,2550164764,76.210775,0,100,0,0,0,0,0,0,100,0,16,16,0,512,0.0,110611.334,0.0,56633002.85,0,0,0,1,2,0,1,2
4328,6,10.1.1.6,2126477730,76.228844,0,100,0,0,0,0,0,0,100,0,16,16,0,417,0.0,27494.273,0.0,11472810.31,0,0,0,1,6,0,1,6
